timestamp,src,dst,congestion,packet_size,latency_ms,jitter_ms,packet_loss_pct,throughput_mbps,network_load_pct,bandwidth_usage_mbps,routing_failures
1767297780.8678734,h2_1_1,h2_0_1,0,512,0.7482,0.0427,0.0,800.45,76.62,766.22,0
1767297780.867881,h0_1_0,h0_0_1,0,128,0.5724,0.1026,0.0,765.43,74.87,748.73,0
1767297780.8678873,h0_0_0,h0_1_1,0,1500,0.7645,0.0428,0.0,776.92,76.34,763.4,0
1767297780.8678942,h2_0_0,h1_1_0,1,64,1.361,0.1729,0.0,889.77,85.95,859.55,0
1767297780.867901,h0_0_1,h3_0_1,0,1024,1.2075,0.1111,0.0,738.62,71.07,710.66,0
1767297780.8679078,h2_1_0,h1_0_0,0,64,1.3405,0.0869,0.0,868.58,84.41,844.06,0
1767297780.8679144,h3_1_1,h0_1_1,0,64,1.3853,0.1531,0.0,710.32,65.93,659.29,0
1767297780.8679218,h1_1_0,h2_1_0,0,64,1.2183,0.0995,0.0,766.71,71.75,717.49,0
1767297780.8679287,h1_0_1,h3_1_1,0,512,1.4197,0.1524,0.0,858.8,84.82,848.19,0
1767297780.8679366,h0_0_1,h0_1_0,0,512,0.711,0.038,0.0,840.75,82.95,829.52,0
1767297780.8679438,h0_1_1,h2_1_0,0,128,1.2532,0.0667,0.0,799.41,79.85,798.51,0
1767297780.8679507,h3_0_0,h3_1_1,0,1500,0.6563,0.1171,0.0,842.88,79.39,793.86,0
1767297780.867958,h2_1_0,h3_0_1,0,1500,1.4842,0.104,0.0,816.21,76.01,760.08,0
1767297780.8679657,h3_1_0,h3_0_0,0,64,0.7606,0.0988,0.053,875.07,82.9,829.02,0
1767297780.8679726,h0_0_1,h2_1_1,0,1024,1.2997,0.1642,0.0,804.01,75.97,759.73,0
1767297780.8679795,h3_0_1,h2_1_1,0,1024,1.4673,0.282,0.0,781.83,74.0,739.96,0
1767297780.8679862,h1_1_0,h2_0_1,0,128,1.2072,0.1028,0.0,727.99,70.75,707.51,0
1767297780.8680093,h3_1_1,h1_1_1,0,1500,1.4972,0.2647,0.458,786.21,76.29,762.89,0
1767297780.8680162,h2_1_1,h1_0_0,0,512,1.3891,0.1431,0.0,759.4,73.02,730.16,0
1767297780.8680227,h3_1_0,h0_0_0,1,128,1.3346,0.2346,0.0,859.09,85.43,854.34,0
1767297780.868038,h3_0_0,h1_0_1,0,512,1.3426,0.2664,0.0,761.07,73.13,731.34,0
1767297780.8680437,h3_0_0,h1_1_0,1,1500,1.3332,0.0847,0.0,944.88,92.73,927.35,0
1767297780.8680496,h1_1_0,h1_0_0,1,128,1.8051,0.3381,14.107,243.07,22.85,228.5,0
1767297780.8680553,h2_1_0,h0_1_1,0,1024,1.3484,0.0764,0.0,821.62,81.09,810.87,0
1767297780.8680618,h1_0_1,h1_1_0,0,1500,0.5288,0.0999,0.0,733.85,66.16,661.6,0
1767297780.8680747,h0_0_0,h1_1_0,1,128,3.6812,0.5057,6.593,396.63,37.42,374.22,0
1767297780.8680987,h2_0_0,h0_1_1,1,1024,1.3135,0.0832,0.0,910.45,89.9,899.03,0
1767297780.8681045,h0_0_0,h2_0_0,0,512,1.3687,0.2615,0.0,798.62,75.03,750.33,0
1767297780.8681104,h3_0_0,h0_1_0,0,128,1.3699,0.2126,0.0,724.28,66.66,666.6,0
1767297780.868116,h3_0_0,h2_0_1,1,1500,4.1909,0.3149,12.812,177.63,16.3,162.99,0
1767297780.8681219,h0_0_0,h2_0_0,1,1024,1.2549,0.1713,0.0,946.49,91.14,911.36,0
1767297780.8681283,h1_1_0,h0_1_0,0,1024,1.3257,0.1823,0.0,837.65,76.04,760.37,0
1767297780.8681345,h0_1_0,h0_1_1,1,64,0.9819,0.0507,14.19,225.29,21.9,219.01,0
1767297780.8681405,h3_0_1,h0_1_1,0,1500,1.3386,0.2044,0.0,703.41,63.55,635.5,0
1767297780.8681467,h1_0_0,h0_0_1,0,512,1.3327,0.2462,0.0,727.66,69.81,698.1,0
1767297780.8681526,h2_1_1,h1_1_1,0,1500,1.466,0.152,0.0,849.31,77.34,773.41,0
1767297780.8681712,h3_0_1,h3_0_0,1,1500,0.4259,0.0384,0.0,740.83,71.13,711.32,0
1767297780.8681777,h2_1_0,h1_1_1,1,64,1.4798,0.2408,0.0,911.58,87.82,878.24,0
1767297780.8681839,h1_1_0,h2_0_1,0,1500,1.4532,0.2056,0.0,876.38,81.71,817.1,0
1767297780.8681898,h0_0_1,h3_1_0,0,64,1.3623,0.2003,0.0,777.51,72.76,727.56,0
1767297780.868196,h3_0_0,h1_0_0,0,512,1.2898,0.1349,0.0,846.37,81.66,816.6,0
1767297780.8682022,h3_1_1,h1_0_0,0,128,1.4775,0.207,0.0,839.69,81.21,812.14,0
1767297780.868209,h0_0_0,h3_1_0,0,1500,1.2392,0.1263,0.0,782.0,74.23,742.31,0
1767297780.8682153,h1_0_1,h2_1_1,0,64,1.2613,0.1114,0.0,918.75,84.71,847.11,0
1767297780.8682215,h3_1_1,h1_1_1,0,512,1.4193,0.2535,0.0,761.06,69.94,699.42,0
1767297780.8682284,h1_0_0,h2_1_0,0,1500,1.2725,0.2216,0.0,833.16,75.14,751.41,0
1767297780.8682342,h2_0_0,h0_1_1,1,1500,1.2974,0.1813,0.0,905.07,88.71,887.15,0
1767297780.868241,h0_0_0,h3_0_0,0,1024,1.4855,0.1568,0.0,796.52,72.52,725.18,0
1767297780.8682482,h1_1_0,h3_0_0,0,64,1.3837,0.2129,0.0,847.46,82.73,827.3,0
1767297780.8682547,h0_0_1,h1_1_1,0,512,1.4199,0.2036,0.0,790.99,74.92,749.15,0
1767297780.8682613,h1_0_1,h3_0_1,0,128,1.3273,0.0833,0.0,800.06,76.22,762.19,0
1767297780.8682673,h2_1_0,h2_1_1,1,1024,0.4672,0.0633,0.0,865.78,86.49,864.9,0
1767297780.8682737,h1_0_0,h3_0_1,1,64,2.6913,0.5048,8.803,119.69,11.67,116.74,0
1767297780.8682804,h0_0_0,h0_1_1,0,64,0.6749,0.0754,0.0,716.0,64.56,645.62,0
1767297780.868288,h3_0_1,h0_1_0,1,1024,1.293,0.1639,0.0,917.42,86.82,868.21,0
1767297780.8682947,h2_0_0,h1_0_0,1,1500,1.2886,0.2202,0.0,946.46,91.01,910.11,0
1767297780.868302,h3_1_0,h0_0_0,0,1024,1.4654,0.1395,0.0,792.3,72.64,726.4,0
1767297780.868308,h1_1_0,h0_1_0,0,1500,1.215,0.2287,0.0,720.74,71.61,716.12,0
1767297780.8683152,h0_1_0,h1_1_0,0,128,1.4544,0.1692,0.0,771.24,74.18,741.81,0
1767297780.8683226,h0_1_0,h0_0_1,0,1500,0.6437,0.0931,0.0,726.65,66.98,669.83,0
1767297780.8683307,h1_0_0,h1_0_1,0,1024,0.2932,0.0194,0.0,794.59,76.3,762.99,0
1767297780.868338,h2_0_0,h1_0_0,0,1500,1.4504,0.2161,0.0,903.49,81.99,819.91,0
1767297780.8683453,h1_0_0,h1_1_1,0,64,0.7212,0.0618,0.0,843.82,80.45,804.45,0
1767297780.8683522,h1_0_0,h2_1_0,0,512,1.3278,0.2162,0.0,894.03,83.76,837.62,0
1767297780.868358,h1_1_0,h1_0_0,0,1024,0.5039,0.0613,0.0,719.29,68.11,681.05,0
1767297780.8683648,h3_1_1,h2_1_0,0,1500,1.3963,0.1493,0.0,750.59,69.02,690.24,0
1767297780.868372,h3_1_0,h3_1_1,1,512,0.4075,0.0271,0.0,723.54,65.15,651.54,0
1767297780.8683794,h1_1_1,h2_1_0,0,1500,1.4831,0.2735,0.0,771.55,75.89,758.95,0
1767297780.8683863,h1_0_1,h1_1_0,1,1500,0.5691,0.0746,0.0,949.54,88.51,885.08,0
1767297780.8683932,h3_1_0,h1_1_0,0,64,1.4105,0.0913,0.0,817.88,74.04,740.43,0
1767297780.8684003,h3_0_0,h2_1_1,0,1500,1.2547,0.1085,0.0,757.74,69.44,694.37,0
1767297780.8684072,h2_0_0,h3_0_1,1,1024,1.218,0.2002,0.0,920.08,86.91,869.12,0
1767297780.8684142,h1_0_1,h1_1_0,0,512,0.7314,0.0757,0.0,835.41,78.27,782.74,0
1767297780.8684213,h1_1_0,h0_0_0,0,512,1.3184,0.0682,0.0,841.19,80.39,803.93,0
1767297780.8684282,h3_1_0,h0_0_0,0,1500,1.2272,0.0727,0.0,905.17,83.49,834.88,0
1767297780.8684351,h3_1_1,h2_1_0,1,128,1.2091,0.1639,0.0,896.97,89.66,896.61,0
1767297780.8684428,h3_0_1,h3_1_0,0,512,0.5831,0.1066,0.0,738.42,70.25,702.49,0
1767297780.8684497,h3_1_1,h1_1_1,0,64,1.3243,0.1931,0.0,845.02,79.01,790.07,0
1767297780.8684566,h3_0_1,h1_0_0,0,512,1.2384,0.1027,0.0,867.39,84.3,842.99,0
1767297780.8684638,h2_1_1,h3_1_1,0,128,1.2015,0.2235,0.0,875.67,82.28,822.78,0
1767297780.868487,h1_1_0,h3_1_1,1,1500,1.4128,0.0821,0.0,937.98,88.75,887.49,0
1767297780.8684943,h1_1_0,h3_1_1,1,1500,5.4509,0.3831,10.052,249.16,22.44,224.36,0
1767297780.868502,h0_0_0,h3_1_0,0,512,1.2992,0.0782,0.0,809.3,80.53,805.31,0
1767297780.8685095,h2_1_0,h1_0_0,0,64,1.2963,0.1849,0.0,905.92,84.4,843.97,0
1767297780.8685172,h2_1_0,h2_1_1,1,1024,0.4458,0.087,0.0,774.48,74.7,747.0,0
1767297780.8685246,h1_0_0,h1_0_1,1,1500,0.4496,0.0741,0.0,883.85,87.35,873.5,0
1767297780.8685324,h0_0_0,h0_0_1,0,128,0.2962,0.0529,0.0,790.96,72.45,724.47,0
1767297780.8685398,h2_1_1,h3_0_0,1,128,5.6628,0.578,11.14,204.63,20.13,201.31,0
1767297780.8685474,h3_0_1,h2_0_0,1,1500,1.3784,0.2506,0.0,938.93,87.44,874.36,0
1767297780.868555,h2_1_0,h2_0_1,1,512,1.8979,0.2232,13.58,191.18,18.39,183.9,0
1767297780.8685627,h0_1_0,h1_1_1,1,64,1.4782,0.1259,0.0,886.49,86.22,862.23,0
1767297780.8685699,h1_0_1,h2_0_1,0,64,1.2941,0.1963,0.0,771.89,73.49,734.92,0
1767297780.8685772,h1_1_0,h3_0_0,0,64,1.4611,0.1587,0.0,731.87,69.85,698.48,0
1767297780.8685884,h0_1_1,h2_0_1,1,1500,1.4463,0.198,0.0,864.21,86.36,863.58,0
1767297780.8685956,h3_0_0,h1_0_1,0,1024,1.3999,0.146,0.0,739.67,69.35,693.52,0
1767297780.868603,h1_0_0,h3_1_0,0,512,1.4869,0.2195,0.0,887.43,80.24,802.4,0
1767297780.8686123,h3_1_0,h0_0_1,0,64,1.3956,0.1755,0.0,795.65,74.87,748.73,0
1767297780.8686194,h1_1_0,h2_1_0,0,512,1.3214,0.263,0.0,896.2,82.31,823.1,0
1767297780.868626,h2_0_1,h1_1_0,0,128,1.2925,0.1972,0.0,931.32,84.17,841.69,0
1767297780.8686337,h2_0_1,h3_0_0,1,512,1.3712,0.1109,0.275,901.49,89.56,895.58,0
1767297780.8686416,h0_0_1,h0_0_0,1,1024,0.8456,0.163,9.037,198.57,18.63,186.28,0
1767297780.8686488,h3_1_1,h2_0_1,1,128,1.4416,0.1167,0.0,902.32,88.2,882.02,0
1767297780.868656,h1_0_1,h3_1_0,0,128,1.3541,0.1154,0.0,734.67,72.46,724.56,0
1767297780.868663,h1_1_0,h3_1_0,1,1024,1.2886,0.0881,0.0,933.01,90.71,907.09,0
1767297780.8686705,h2_1_0,h0_0_1,0,1024,1.2759,0.2103,0.0,842.97,80.6,806.03,0
1767297780.868677,h2_1_0,h1_0_0,0,128,1.2677,0.2224,0.0,859.48,84.49,844.88,0
1767297780.8686824,h0_0_0,h2_1_1,0,512,1.3917,0.1656,0.0,750.37,67.93,679.25,0
1767297780.8686883,h3_0_1,h3_1_0,0,1024,0.5671,0.0628,0.0,900.2,82.32,823.23,0
1767297780.8686945,h1_0_0,h1_1_1,0,1500,0.5697,0.0583,0.0,885.46,81.81,818.07,0
1767297780.8687007,h2_1_0,h3_1_0,0,128,1.3002,0.2115,0.021,816.65,77.51,775.05,0
1767297780.868706,h3_1_0,h0_0_0,0,1500,1.4125,0.1963,0.0,878.96,80.25,802.48,0
1767297780.8687122,h3_0_1,h0_1_1,0,64,1.322,0.1324,0.0,908.79,82.49,824.91,0
1767297780.8687196,h1_0_0,h3_0_1,1,128,1.4787,0.2377,0.102,922.43,88.97,889.69,0
1767297780.8687234,h0_1_1,h1_0_0,0,1024,1.3353,0.0956,0.0,801.49,75.39,753.9,0
1767297780.8687272,h2_1_0,h0_0_1,0,1024,1.4569,0.1901,0.0,701.09,66.04,660.41,0
1767297780.8687315,h2_1_0,h3_1_1,1,512,4.9395,0.8846,4.668,113.58,10.71,107.15,0
1767297780.8687375,h3_0_1,h1_1_0,1,64,1.4501,0.2671,0.0,930.22,87.57,875.68,0
1767297780.868743,h2_1_1,h2_1_0,1,512,0.2286,0.0132,0.0,943.2,92.96,929.64,0
1767297780.868747,h0_1_0,h1_0_1,0,128,1.2835,0.1325,0.0,710.81,69.27,692.68,0
1767297780.868751,h3_1_0,h0_0_1,0,1500,1.3974,0.1712,0.0,778.03,77.3,772.97,0
1767297780.8687549,h0_0_0,h2_0_1,1,64,1.4835,0.287,0.0,926.87,88.51,885.12,0
1767297780.8687584,h0_1_0,h3_0_0,1,64,1.2431,0.2435,0.0,937.48,89.38,893.78,0
1767297780.868762,h3_0_1,h2_1_0,1,512,5.6529,0.9308,5.157,262.34,25.37,253.72,0
1767297780.868766,h1_0_0,h0_0_1,1,1500,1.361,0.2697,0.0,916.81,85.53,855.27,0
1767297780.8687692,h1_0_1,h1_0_0,0,64,0.3748,0.0647,0.0,780.73,72.55,725.51,0
1767297780.8687732,h1_0_1,h1_1_0,0,512,0.6976,0.0368,0.0,819.4,75.74,757.36,0
1767297780.8687768,h2_0_1,h1_1_0,0,1500,1.4329,0.2397,0.0,893.33,81.38,813.8,0
1767297780.8687804,h1_1_1,h2_0_0,1,64,1.4073,0.1423,0.0,897.5,89.6,896.04,0
1767297780.8687842,h3_1_1,h1_1_0,0,1500,1.2891,0.1118,0.0,827.97,81.46,814.57,0
1767297780.8687878,h0_1_0,h2_1_1,0,64,1.4082,0.1394,0.0,723.63,66.73,667.34,0
1767297780.8687913,h1_1_0,h0_0_1,0,128,1.4252,0.1687,0.0,735.66,66.61,666.12,0
1767297780.868795,h0_0_0,h0_0_1,1,1024,0.2938,0.0565,0.0,878.35,86.49,864.87,0
1767297780.8687987,h0_1_1,h0_0_1,0,64,0.7806,0.1484,0.0,793.06,75.95,759.53,0
1767297780.8688023,h3_0_1,h1_1_1,0,1500,1.2915,0.2528,0.0,785.08,73.3,732.98,0
1767297780.8688061,h3_0_1,h0_0_0,0,64,1.4253,0.1387,0.0,772.19,74.32,743.23,0
1767297780.8688107,h2_1_0,h1_0_0,0,64,1.4379,0.1592,0.0,861.48,78.91,789.07,0
1767297780.8688147,h2_0_1,h0_0_0,0,128,1.2738,0.1634,0.0,814.77,73.64,736.36,0
1767297780.8688183,h3_0_1,h1_0_0,0,1024,1.3891,0.1393,0.0,894.27,84.33,843.33,0
1767297780.868823,h1_1_1,h2_1_0,0,128,1.4638,0.1959,0.0,712.2,69.42,694.23,0
1767297780.8688266,h0_0_1,h1_0_0,0,1024,1.4035,0.2238,0.0,822.94,78.87,788.7,0
1767297780.868844,h3_0_1,h3_1_0,1,1500,0.6473,0.1043,0.0,905.74,86.92,869.2,0
1767297780.8688476,h2_0_0,h0_0_0,1,1500,1.4494,0.1433,0.0,943.49,93.13,931.26,0
1767297780.8688512,h2_0_0,h3_0_1,0,1024,1.431,0.19,0.0,702.67,68.16,681.57,0
1767297780.8688548,h1_1_1,h0_1_1,0,64,1.3928,0.2764,0.0,874.0,82.89,828.92,0
1767297780.8689017,h1_0_1,h0_1_1,1,512,4.1748,0.5549,8.977,241.65,23.21,232.13,0
1767297780.868906,h2_1_1,h2_0_1,0,128,0.7461,0.1037,0.0,883.3,84.54,845.39,0
1767297780.8689098,h0_0_1,h1_0_1,1,1500,1.3162,0.2517,0.0,895.48,86.04,860.41,0
1767297780.8689137,h1_0_0,h0_0_0,0,512,1.24,0.0649,0.0,813.68,79.18,791.8,0
1767297780.8689172,h1_1_1,h1_0_1,0,64,0.5871,0.0544,0.0,777.43,75.94,759.43,0
1767297780.8689218,h0_0_1,h1_1_1,1,1500,4.3884,0.7598,5.986,269.2,24.78,247.81,0
1767297780.8689282,h1_1_0,h2_0_1,0,64,1.3625,0.0949,0.0,793.14,75.84,758.42,0
1767297780.8689373,h1_0_1,h1_0_0,0,1024,0.3994,0.0323,0.0,852.95,81.32,813.22,0
1767297780.8689446,h0_0_1,h0_1_0,0,128,0.5652,0.0816,0.0,739.46,71.89,718.89,0
1767297780.8689497,h3_0_1,h3_0_0,1,1024,0.3158,0.059,0.0,946.39,89.24,892.37,0
1767297780.8689547,h2_1_0,h3_1_0,1,64,1.4613,0.2842,0.0,905.52,86.27,862.68,0
1767297780.8689733,h0_1_1,h2_1_0,0,128,1.4229,0.0785,0.0,739.91,72.47,724.71,0
1767297780.8689797,h0_1_0,h3_1_1,0,512,1.4253,0.2429,0.484,741.62,69.18,691.76,0
1767297780.8689835,h0_1_1,h1_0_1,0,1500,1.2736,0.1396,0.0,829.99,75.39,753.95,0
1767297780.8689885,h2_1_1,h1_1_1,0,128,1.3426,0.1832,0.0,741.46,67.16,671.63,0
1767297780.8689923,h3_0_1,h3_1_1,0,1500,0.6049,0.1139,0.0,915.98,82.78,827.77,0
1767297780.8690004,h1_1_0,h2_1_0,0,64,1.323,0.104,0.0,862.16,81.74,817.4,0
1767297780.8690042,h0_1_0,h2_0_1,0,128,1.3486,0.1927,0.201,836.91,81.07,810.66,0
1767297780.869008,h1_1_1,h3_0_1,0,128,1.3677,0.151,0.0,868.77,82.77,827.7,0
1767297780.8690116,h1_1_1,h0_1_1,1,512,1.3038,0.23,0.0,920.11,86.88,868.82,0
1767297780.8690157,h3_0_1,h2_1_1,1,512,1.2378,0.1013,0.0,937.17,93.08,930.79,0
1767297780.8690202,h1_0_0,h3_1_1,1,512,1.3478,0.1875,0.0,936.16,91.62,916.22,0
1767297780.8690271,h2_1_1,h2_0_0,0,1024,0.5509,0.0619,0.0,913.69,83.25,832.51,0
1767297780.8690903,h2_1_0,h2_0_0,0,1024,0.5886,0.0399,0.0,732.13,70.32,703.17,0
1767297780.8690944,h0_0_0,h3_1_0,0,128,1.3544,0.2408,0.0,843.62,78.04,780.37,0
1767297780.8690982,h1_0_0,h0_0_1,0,512,1.2815,0.2451,0.0,740.83,71.93,719.31,0
1767297780.869102,h1_1_1,h3_0_0,0,512,1.4871,0.1984,0.0,758.11,73.56,735.59,0
1767297780.8691058,h3_1_1,h3_0_0,1,1500,0.5664,0.0985,0.0,903.93,86.87,868.68,0
1767297780.8691099,h1_1_1,h0_1_0,1,1024,1.4918,0.11,0.0,917.69,91.6,915.99,0
1767297780.8691137,h1_0_0,h0_1_0,1,1500,1.4732,0.223,0.0,924.18,90.19,901.89,0
1767297780.8691175,h1_1_1,h0_1_0,0,64,1.2272,0.1764,0.0,739.94,73.84,738.36,0
1767297780.8691213,h2_0_0,h2_0_1,1,1500,0.4446,0.0842,9.386,253.0,23.24,232.44,0
1767297780.8691256,h1_1_1,h1_1_0,0,64,0.368,0.036,0.0,903.12,81.51,815.08,0
1767297780.8691294,h3_0_1,h0_1_0,0,64,1.4829,0.1908,0.0,711.84,67.81,678.14,0
1767297780.8691332,h0_0_0,h3_0_1,0,512,1.3857,0.2175,0.0,811.65,73.1,731.03,0
1767297780.8691475,h1_1_1,h2_0_0,0,128,1.3771,0.2276,0.0,781.05,75.7,756.96,0
1767297780.8691533,h3_0_0,h1_1_0,0,1024,1.4069,0.1466,0.0,856.98,83.95,839.5,0
1767297780.869157,h1_1_1,h0_0_1,0,1500,1.2049,0.1417,0.0,828.77,74.63,746.28,0
1767297780.869161,h3_1_1,h2_1_1,0,512,1.4074,0.1433,0.0,732.23,66.93,669.26,0
1767297780.8691647,h2_1_1,h1_0_0,0,128,1.2686,0.2222,0.0,712.34,69.17,691.71,0
1767297780.8691688,h0_0_1,h2_1_0,0,512,1.4224,0.2241,0.0,748.21,73.24,732.38,0
1767297780.8691726,h2_0_1,h2_1_1,0,512,0.6248,0.0829,0.0,771.3,72.55,725.49,0
1767297780.8691764,h0_0_0,h3_1_1,1,1500,1.4909,0.1797,0.0,938.13,93.34,933.41,0
1767297780.8691804,h2_0_1,h1_1_1,0,64,1.2643,0.2152,0.41,710.36,69.7,697.03,0
1767297780.869184,h0_0_1,h3_0_0,0,128,1.3748,0.1027,0.0,871.35,80.43,804.27,0
1767297780.8691878,h3_1_0,h3_1_1,0,1500,0.3284,0.0475,0.0,706.71,64.31,643.11,0
1767297780.869192,h0_1_0,h1_1_1,0,1500,1.3589,0.2448,0.0,798.9,76.87,768.69,0
1767297780.8691955,h3_1_0,h2_1_0,1,1500,1.4752,0.2475,0.0,920.69,87.0,869.97,0
1767297780.8691995,h3_1_1,h1_0_0,1,512,1.4201,0.1905,0.0,921.89,91.08,910.83,0
1767297780.8692036,h1_0_1,h0_0_1,1,512,1.4159,0.1978,0.0,946.43,92.07,920.69,0
1767297780.8692071,h1_0_1,h2_1_1,1,1024,1.2349,0.1843,0.0,932.4,87.25,872.51,0
1767297780.869211,h2_0_1,h2_1_1,0,512,0.6417,0.1105,0.0,828.12,75.7,756.97,0
1767297780.8692148,h3_1_0,h2_0_0,0,1024,1.2319,0.0672,0.0,829.34,82.51,825.05,0
1767297780.8692188,h2_1_1,h2_1_0,1,128,0.4686,0.068,0.0,777.04,74.38,743.84,0
1767297780.8692229,h1_0_0,h2_0_0,0,128,1.3207,0.2001,0.0,888.48,83.56,835.6,0
1767297780.8692265,h3_0_0,h2_0_0,0,128,1.3646,0.1786,0.0,834.68,82.38,823.82,0
1767297780.8692303,h0_0_0,h3_1_0,1,512,4.5587,0.5739,7.304,248.48,24.84,248.4,0
1767297780.869234,h2_1_1,h3_0_1,0,128,1.2338,0.141,0.0,829.29,74.76,747.56,0
1767297780.869238,h2_1_0,h0_0_0,1,64,1.4277,0.217,0.0,921.54,88.5,884.97,0
1767297780.869242,h0_0_1,h0_0_0,0,128,0.3422,0.0254,0.0,706.98,63.74,637.43,0
1767297780.8692455,h1_0_1,h1_1_0,0,512,0.5093,0.0438,0.0,857.58,83.4,833.97,0
1767297780.8692493,h0_0_0,h1_0_0,0,512,1.383,0.1488,0.0,733.16,72.39,723.87,0
1767297780.869253,h1_1_1,h3_1_0,0,512,1.3261,0.1444,0.0,913.55,84.22,842.2,0
1767297780.869257,h3_0_0,h1_1_0,1,64,3.6643,0.581,4.666,377.73,36.73,367.35,0
1767297780.8692605,h1_1_1,h2_1_0,1,64,1.4276,0.0823,0.0,936.16,89.56,895.57,0
1767297780.8692653,h3_0_1,h2_0_1,0,512,1.2902,0.1346,0.0,747.57,71.23,712.28,0
1767297780.869269,h1_1_0,h3_1_0,0,64,1.2127,0.0915,0.0,860.58,80.24,802.39,0
1767297780.8692725,h0_1_1,h1_0_0,0,1500,1.2842,0.1444,0.0,754.7,72.67,726.66,0
1767297780.8692765,h3_0_1,h0_1_0,0,128,1.3257,0.1867,0.0,716.26,68.61,686.13,0
1767297780.8692799,h0_0_1,h0_0_0,1,1024,0.4922,0.0625,0.0,877.3,80.81,808.07,0
1767297780.8692834,h3_1_1,h0_1_1,1,1500,1.22,0.1708,0.0,899.06,86.05,860.48,0
1767297780.869287,h3_0_0,h2_0_0,0,1500,1.3302,0.1387,0.0,829.26,82.55,825.53,0
1767297780.8692906,h1_1_0,h3_0_0,0,512,1.3119,0.1276,0.0,849.14,84.37,843.73,0
1767297780.8692944,h2_0_1,h1_1_1,0,512,1.4979,0.1931,0.0,756.35,70.22,702.17,0
1767297780.8692977,h0_0_0,h1_0_0,0,128,1.4931,0.1005,0.0,875.92,80.31,803.08,0
1767297780.8693016,h2_0_1,h1_1_1,0,1500,1.494,0.1388,0.0,855.28,83.59,835.86,0
1767297780.8693054,h3_0_0,h0_1_0,0,512,1.3014,0.1978,0.0,894.78,81.74,817.37,0
1767297780.869309,h0_0_0,h0_0_1,1,64,0.2708,0.0213,0.0,924.96,91.68,916.82,0
1767297780.8693128,h0_1_0,h2_1_1,1,64,1.4436,0.2054,0.0,920.25,86.24,862.38,0
1767297780.869316,h0_0_1,h3_0_1,1,1500,1.3684,0.268,0.0,936.89,88.27,882.74,0
1767297780.8693197,h1_1_1,h3_1_0,0,512,1.3159,0.128,0.0,912.08,82.21,822.08,0
1767297780.8693233,h2_1_1,h0_0_0,0,512,1.3451,0.2376,0.0,796.84,75.65,756.51,0
1767297780.8693268,h1_0_1,h1_1_0,0,1500,0.5167,0.088,0.0,748.08,72.89,728.91,0
1767297780.8693306,h2_1_1,h0_1_1,1,1024,1.2985,0.1695,0.0,939.2,87.24,872.36,0
1767297780.8693345,h1_1_1,h0_0_1,0,512,1.3451,0.2245,0.0,871.58,84.96,849.58,0
1767297780.8693383,h3_0_0,h0_0_0,0,1024,1.3196,0.2106,0.0,834.07,79.32,793.24,0
1767297780.8693428,h2_1_0,h2_0_1,1,64,1.4567,0.2717,6.397,281.69,27.98,279.85,0
1767297780.8693464,h2_1_0,h3_1_0,1,64,2.4365,0.1585,6.704,189.78,17.67,176.66,0
1767297780.8693502,h1_1_0,h1_1_1,1,1500,0.4944,0.0489,0.0,753.04,71.11,711.08,0
1767297780.8693538,h0_0_0,h1_1_1,1,1500,1.3734,0.1953,0.0,903.55,85.43,854.33,0
